"","workclass","education","marital_status","occupation","race","sex","native_region","income","age","hours_per_week","investment_status"
"31244","not_working","bachelors","married","office","Asian-Pac-Islander","Male","asia_and_pacific",">50K",45,60,"no_investment"
"31245","not_working","hs_grad","married","office","White","Male","north_america",">50K",40,52,"no_investment"
"31246","not_working","hs_grad","married","office","White","Male","north_america",">50K",63,40,"investor"
"31247","not_working","hs_grad","married","labor","Black","Male","north_america","<=50K",41,50,"no_investment"
"31249","not_working","hs_grad","not_married","labor","White","Female","europe","<=50K",34,48,"investor"
"31250","not_working","hs_grad","married","office","White","Male","north_america","<=50K",34,40,"no_investment"
"31251","not_working","bachelors","married","office","White","Female","north_america",">50K",31,40,"no_investment"
"31252","self_emp","associates","never_married","office","White","Female","north_america","<=50K",22,15,"no_investment"
"31253","not_working","hs_grad","married","office","White","Male","north_america",">50K",49,50,"no_investment"
"31255","not_working","graduate_deg","married","office","White","Male","north_america",">50K",36,50,"no_investment"
"31256","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",27,37,"no_investment"
"31257","self_emp","hs_grad","married","labor","White","Male","north_america",">50K",52,60,"investor"
"31258","not_working","hs_grad","married","services","Black","Male","north_america","<=50K",29,50,"no_investment"
"31259","not_working","some_hs","not_married","labor","White","Male","south_america","<=50K",27,35,"no_investment"
"31260","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",42,65,"no_investment"
"31261","self_emp","bachelors","not_married","office","White","Female","north_america","<=50K",49,40,"no_investment"
"31262","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",24,50,"no_investment"
"31263","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",22,20,"no_investment"
"31264","self_emp","bachelors","never_married","office","White","Male","north_america","<=50K",30,40,"no_investment"
"31265","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",28,40,"no_investment"
"31266","not_working","associates","never_married","services","White","Male","north_america","<=50K",20,40,"no_investment"
"31267","private","graduate_deg","married","office","White","Male","north_america",">50K",45,43,"investor"
"31268","not_working","hs_grad","not_married","office","White","Female","north_america",">50K",39,50,"investor"
"31269","not_working","graduate_deg","never_married","office","White","Male","europe","<=50K",43,66,"no_investment"
"31270","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",18,20,"no_investment"
"31271","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",53,40,"no_investment"
"31272","not_working","hs_grad","married","office","White","Male","north_america",">50K",74,20,"no_investment"
"31273","not_working","bachelors","married","office","Asian-Pac-Islander","Male","asia_and_pacific",">50K",39,48,"no_investment"
"31275","not_working","hs_grad","married","labor","White","Male","north_america",">50K",49,42,"no_investment"
"31276","not_working","some_hs","married","services","White","Male","north_america","<=50K",21,35,"no_investment"
"31278","not_working","hs_grad","never_married","labor","White","Male","north_america",">50K",39,50,"investor"
"31279","not_working","associates","married","office","White","Male","north_america","<=50K",49,25,"no_investment"
"31281","not_working","bachelors","married","office","White","Male","north_america",">50K",47,44,"investor"
"31282","self_emp","hs_grad","married","office","White","Male","north_america","<=50K",46,40,"no_investment"
"31283","not_working","associates","married","labor","Asian-Pac-Islander","Male","north_america",">50K",29,32,"investor"
"31284","self_emp","hs_grad","not_married","office","White","Female","north_america","<=50K",61,16,"no_investment"
"31285","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",48,38,"no_investment"
"31286","not_working","some_hs","not_married","labor","White","Male","north_america","<=50K",44,40,"no_investment"
"31287","private","bachelors","married","labor","White","Male","north_america","<=50K",37,60,"no_investment"
"31288","not_working","hs_grad","married","office","White","Male","north_america","<=50K",45,50,"investor"
"31289","self_emp","bachelors","married","office","White","Male","north_america",">50K",51,45,"no_investment"
"31290","government_emp","bachelors","never_married","office","White","Female","north_america","<=50K",33,50,"no_investment"
"31291","self_emp","bachelors","married","office","White","Female","north_america","<=50K",55,8,"no_investment"
"31292","not_working","hs_grad","married","services","White","Female","north_america","<=50K",25,60,"no_investment"
"31293","not_working","hs_grad","not_married","labor","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",26,40,"no_investment"
"31294","not_working","hs_grad","married","office","White","Male","north_america",">50K",54,40,"no_investment"
"31295","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",38,33,"no_investment"
"31296","government_emp","graduate_deg","married","office","White","Female","north_america",">50K",39,20,"investor"
"31297","self_emp","hs_grad","never_married","office","White","Male","north_america","<=50K",20,40,"no_investment"
"31298","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",30,40,"no_investment"
"31299","government_emp","hs_grad","not_married","office","Other","Male","north_america","<=50K",29,45,"no_investment"
"31300","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",42,40,"no_investment"
"31301","not_working","associates","never_married","office","White","Male","north_america","<=50K",24,40,"no_investment"
"31302","not_working","hs_grad","married","labor","White","Male","north_america",">50K",36,50,"no_investment"
"31304","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",42,44,"no_investment"
"31305","not_working","some_hs","married","labor","White","Male","north_america","<=50K",42,45,"no_investment"
"31306","not_working","hs_grad","married","labor","White","Female","south_america","<=50K",46,40,"no_investment"
"31307","self_emp","graduate_deg","married","office","White","Female","north_america",">50K",52,44,"investor"
"31309","not_working","hs_grad","not_married","office","Black","Female","north_america","<=50K",43,35,"no_investment"
"31310","self_emp","bachelors","never_married","office","White","Female","north_america","<=50K",43,40,"no_investment"
"31311","not_working","some_hs","not_married","labor","White","Male","north_america","<=50K",27,40,"no_investment"
"31312","government_emp","graduate_deg","married","office","White","Male","north_america",">50K",52,60,"investor"
"31313","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",31,50,"no_investment"
"31315","not_working","some_hs","never_married","services","Black","Female","north_america","<=50K",44,40,"no_investment"
"31316","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",27,40,"no_investment"
"31317","not_working","hs_grad","not_married","office","White","Male","north_america","<=50K",50,40,"no_investment"
"31318","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",23,40,"no_investment"
"31319","not_working","hs_grad","never_married","office","Black","Female","north_america","<=50K",22,30,"no_investment"
"31320","self_emp","hs_grad","never_married","office","White","Female","north_america","<=50K",36,40,"no_investment"
"31321","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",24,40,"investor"
"31322","not_working","hs_grad","married","office","White","Male","north_america",">50K",59,40,"no_investment"
"31323","not_working","associates","married","labor","White","Male","north_america",">50K",39,50,"no_investment"
"31324","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",23,40,"no_investment"
"31325","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",37,42,"investor"
"31326","government_emp","associates","never_married","office","Black","Female","north_america","<=50K",25,38,"no_investment"
